member,下載,type,text,規格書
GLAHWFL1,已下載,LF,各子系統會計傳票暫存檔,
GLERPF,已下載,PF,,
INPIPF,已下載,PF,盤點主檔,
INPSPF,已下載,PF,盤點陳列借用明細,
INPTPF,已下載,PF,盤點資料檔,
INPTWF,已下載,PF,盤點資料下傳檔,
INR090F,已下載,PF,銷貨成本表 ( 總表 ),
INR090F1,已下載,PF,銷貨成本表 ( 總表 ),
INR090F2,已下載,PF,銷貨成本表 ( 明細表 ),
INR090F3,已下載,PF,銷貨成本表 ( 明細表 ),
INR110F,已下載,PF,存貨調整明細表,
INR120F,已下載,PF,盤盈銷售明細表,
INR130F,已下載,PF,陳列單驗收明細表,
INR140F,已下載,PF,陳列借貨明細表,
INTALF01,已下載,LF,產品庫存總庫檔 TB01+TB02+TB03+TB05+TB04,
INTALF02,已下載,LF,產品庫存總庫檔 TA01+TA03+TA02,
INTAPF,已下載,PF,產品庫存總庫檔,
INTAPFX,已下載,PF,產品庫存總庫檔  ( 轉資料用 ),
INTBLF01,已下載,LF,產品庫存分庫檔 TB01+TB02+TB03+TB05+TB04,
INTBLF02,已下載,LF,產品庫存分庫檔 TB01+TB02+TB05+TB03+TB04,
INTBLF03,已下載,LF,產品庫存分庫檔 TB01+TB03+TB04+TB05+TB02,
INTBPF,已下載,PF,產品庫存分庫檔,
INTBPFX,已下載,PF,產品庫存分庫檔  ( 轉資料用 ),
INTCLF01,已下載,LF,存貨調撥主檔 TC01+TC02+TC03(D)+TC04+TC05,
INTCLF02,已下載,LF,存貨調撥主檔 TC01+TC02+TC03(D)+TC07+TC05,
INTCLF03,已下載,LF,存貨調撥主檔 TC01+TC06+TC05,
INTCLF04,已下載,LF,存貨調撥主檔 TC01+TC03+TC05,
INTCLF05,已下載,LF,存貨調撥主檔 TC01+TC06+TC05,
INTCLF06,已下載,LF,存貨調撥主檔 TC01+TC03+TC05,
INTCLF07,已下載,LF,存貨調撥主檔 TC01+TC02+TC04+TC07+TC03,
INTCLF08,已下載,LF,存貨調撥主檔 TC01+TC02+TC04+TC07+TC03,
INTCLF09,已下載,LF,存貨調撥主檔 TC01+TC02+TC03(D)+TC04+TC05,
INTCLF21,已下載,LF,存貨調撥主檔 TC01+TC02+TC04+TC03+TC05,
INTCLF22,已下載,LF,存貨調撥主檔 TC01+TC02+TC07+TC06+TC05,
INTCPF,已下載,PF,存貨調撥主檔,
INTDLF90,已下載,LF,存貨調撥明細檔  S TD11 = 'P',
INTDLF91,已下載,LF,存貨調撥明細檔  S TD11 <> 'P' and TD12 = 'T',
INTDPF,已下載,PF,P 存貨調撥明細檔,
INTELF01,已下載,LF,進貨退出主檔 TE01+TE02+TE03(D)+TE04+TE05,
INTELF02,已下載,LF,進貨退出主檔 TE01+TE03+TE05,
INTELF03,已下載,LF,進貨退出主檔 TE01+TE03+TE05,
INTELF04,已下載,LF,進貨退出主檔 TE01+TE02+TE04+TE03,
INTEPF,已下載,PF,進貨退出主檔,
INTFLF01,已下載,LF,進貨退出明細檔 TF01+TF02,
INTFLF90,已下載,LF,進貨退出明細檔 TF05+TF08,
INTFLF92,已下載,LF,進貨退出明細檔 TF05+TF08,
INTFPF,已下載,PF,P 進貨退出明細檔,
INTGLF01,已下載,LF,陳列轉進貨主檔  TG01+TG02+TG06+TG04+TG03,
INTGLF02,已下載,LF,陳列轉進貨主檔 TG01+TG02+TG03(D)+TG04+TG05,
INTGLF03,已下載,LF,陳列轉進貨主檔 TG01+TG03+TG05,
INTGLF04,已下載,LF,陳列轉進貨主檔 TG01+TG03+TG05,
INTGPF,已下載,PF,陳列轉進貨主檔,
INTHLF01,已下載,LF,陳列轉進貨明細檔,
INTHLF90,已下載,LF,陳列轉進貨明細檔  TH10 = 'P',
INTHPF,已下載,PF,P 陳列轉進貨明細檔,
INTILF01,已下載,LF,存貨調整主檔 TI01+TI02+TI03(D)+TI04+TI05,
INTILF02,已下載,LF,存貨調整主檔 TI01+TI03+TI05,
INTILF03,已下載,LF,存貨調整主檔 TI01+TI03+TI05,
INTILF04,已下載,LF,存貨調整主檔 TI01+TI02+TI04+TI03+TI06,
INTIPF,已下載,PF,存貨調整主檔,
INTJLF90,已下載,LF,存貨調整明細檔  S TJ08 = 'P',
INTJLF91,已下載,LF,存貨調整明細檔  S TJ08 = 'P' and 'A4',
INTJLF92,已下載,LF,存貨調整明細檔  S TJ08 = 'P' and 'A4',
INTJPF,已下載,PF,存貨調整明細檔,
INTKLF01,已下載,LF,陳列品退出主檔 TK01+TK02+TK06+TK04+TK03,
INTKLF02,已下載,LF,陳列品退出主檔 TK01+TK02+TK03(D)+TK04+TK05,
INTKLF03,已下載,LF,陳列品退出主檔 TK01+TK03+TK05,
INTKLF04,已下載,LF,陳列品退出主檔 TK01+TK03+TK05,
INTKPF,已下載,PF,陳列品退出主檔,
INTLLF01,已下載,LF,陳列品退出明細檔,
INTLLF90,已下載,LF,陳列品退出明細檔  TH10 = 'P',
INTLPF,已下載,PF,P 陳列品退出明細檔,
INTMLF01,已下載,LF,產品成本調整資料檔 TM01+TM02+TM03,
INTMLF02,已下載,LF,產品成本調整資料檔 TM01+TM02+TM08,
INTMLF03,已下載,LF,產品成本調整資料檔 TM01+TM02+TM08,
INTMLF04,已下載,LF,產品成本調整資料檔 TM01+TM03+TM02,
INTMLF90,已下載,LF,產品成本調整資料檔 TM01+TM02+TM08,
INTMPF,已下載,PF,產品成本調整資料檔,
INTNLF01,已下載,LF,陳列品資料檔,
INTNLF02,已下載,LF,陳列品資料檔,
INTNLF03,已下載,LF,陳列品資料檔,
INTNLF04,已下載,LF,陳列品資料檔,
INTNLF05,已下載,LF,陳列品資料檔,
INTNLF06,已下載,LF,陳列品資料檔  TN07 > 0,
INTNLF07,已下載,LF,陳列品資料檔   陳列調撥,
INTNLF08,已下載,LF,陳列調撥   公司 +  陳列驗收單號,
INTNLF09,已下載,LF,陳列調撥   公司 +  陳列驗收單號,
INTNLF10,已下載,LF,單號   產品   分店,
INTNLF11,已下載,LF,原陳列驗收單號   產品,
INTNLF90,已下載,LF,陳列品資料檔,
INTNPF,已下載,PF,陳列品資料檔,
INTNWF,已下載,PF,陳列品資料工作檔,
INTOLF,已下載,LF,庫存異動明細檔 FOR 一般異動處理 (ALL),
INTOLF0A,已下載,LF,庫存異動明細檔 FOR 畫面異動查詢,
INTOLF0B,已下載,LF,庫存異動明細檔 FOR 畫面異動查詢,
INTOLF01,已下載,LF,庫存異動明細檔 FOR 畫面異動查詢,
INTOLF02,已下載,LF,庫存異動明細檔 FOR 畫面異動查詢,
INTOLF03,已下載,LF,庫存異動明細檔 FOR 庫存月結計算單位成本,
INTOLF04,已下載,LF,庫存異動明細檔 FOR 月結計算帳列庫存量及金額,
INTOLF05,已下載,LF,庫存異動明細檔 FOR 計算分庫帳列庫存金額,
INTOLF06,已下載,LF,庫存異動明細檔 FOR 計算月加權成本 BY 通路,
INTOLF07,已下載,LF,庫存異動明細檔 FOR 計算分庫帳列庫存金額,
INTOLF08,已下載,LF,庫存異動明細檔 FOR 一般異動處理 (ALL),
INTOLF09,已下載,LF,庫存異動明細檔 FOR 計算分庫帳列庫存金額,
INTOLF10,已下載,LF,庫存異動明細檔 FOR 產品異動報表,
INTPLF01,已下載,LF,銷售陳列借貨異動檔,
INTPLF02,已下載,LF,銷售陳列借貨異動檔,
INTPLF03,已下載,LF,銷售陳列借貨異動檔,
INTPLF04,已下載,LF,銷售陳列借貨異動檔,
INTPLF90,已下載,LF,銷售陳列借貨異動檔 Company + Date,
INTPPF,已下載,PF,銷售陳列借貨異動檔,
INTPWF,已下載,PF,銷售陳列借貨成本工作檔,
INTQLF01,已下載,LF,銷售無庫存異動檔,
INTQLF02,已下載,LF,銷售無庫存異動檔,
INTQLF03,已下載,LF,銷售無庫存異動檔,
INTQLF90,已下載,LF,銷售無庫存異動檔 Company + Date,
INTQPF,已下載,PF,銷售無庫存異動檔,
INTSPF,已下載,PF,缺貨產品資料檔,
INTXLF01,已下載,LF,Trx File  公司  +  年月,
INTXLF02,已下載,LF,Trx File  公司  +  年月 + Product,
INTXLF03,已下載,LF,Trx File  公司  +  年月 + Product,
INTXLF04,已下載,LF,Trx File  公司  +  年月,
INTXLF05,已下載,LF,Trx File  公司  +  年月 + Product,
INTXLF06,已下載,LF,Trx File  公司  +  年月,
INTXLF07,已下載,LF,Trx File  公司  +  日期,
INTXPF,已下載,PF,Monthly Closeing TRX. Data,
MANALF,已下載,LF,貨運站基本資料維護,
MANAPF,已下載,PF,貨運站基本資料維護,
MANBLF,已下載,LF,供應商基本資料檔,
MANBLF01,已下載,LF,供應商基本資料檔,
MANBPF,已下載,PF,供應商基本資料檔,
MANBWK,已下載,PF,供應商基本資料視窗查詢工作檔,
MANCLF,已下載,LF,產品基本資料檔,
MANCLF01,已下載,LF,產品基本資料檔,
MANCLF02,已下載,LF,產品基本資料檔,
MANCLF03,已下載,LF,產品基本資料檔,
MANCPF,已下載,PF,產品基本資料檔,
MANDLF,已下載,LF,通路商基本資料檔,
MANDPF,已下載,PF,通路商基本資料檔,
MANELF,已下載,LF,通路分店基本資料檔,
MANELF01,已下載,LF,通路分店基本資料檔,
MANELF02,已下載,LF,通路分店基本資料檔,
MANELF03,已下載,LF,通路分店基本資料檔,
MANEPF,已下載,PF,通路分店基本資料檔,
MANFLF,已下載,LF,前台人員資料檔,
MANFPF,已下載,PF,前台人員資料檔,
MANGLF,已下載,LF,銷售區碼資料檔,
MANGLF01,已下載,LF,銷售區碼資料檔,
MANGPF,已下載,PF,銷售區碼資料檔,
MANHLF01,已下載,LF,分店產品資料檔,
MANHPF,已下載,PF,分店產品資料檔,
MC01PF,已下載,PF,尾差明細,
P@JAPF,已下載,PF,傳票介面控制檔,
PIA9LF01,已下載,LF,12/25 庫存量工作檔 Key= P901+P902+P903+P904,
PIA9LF02,已下載,LF,12/25 庫存量工作檔 Key= P901+P902+P903+P904+P905,
PIA9WF,已下載,PF,12/25 庫存量工作檔 Key= P901+P902+P903+P905+P904,
PIR101F,已下載,PF,每月盤點盈虧表,
PIZALF01,已下載,LF,每月盤點主檔,
PIZALF02,已下載,LF,每月盤點主檔,
PIZALF06,已下載,LF,每月盤點主檔,
PIZALF07,已下載,LF,每月盤點主檔 KEY=ZA01+ZA02+ZA04+ZA05,
PIZAPF,已下載,PF,每月盤點主檔,
PIZBPF,已下載,PF,每月盤點明細檔,
POCALF01,已下載,LF,供應商產品報價單主檔,
POCALF02,已下載,LF,供應商產品報價單主檔,
POCALF03,已下載,LF,供應商產品報價單主檔,
POCALF04,已下載,LF,供應商產品報價單主檔,
POCAPF,已下載,PF,供應商產品報價單主檔,
POCBLF01,已下載,LF,供應商產品報價單明細檔,
POCBPF,已下載,PF,供應商產品報價單明細檔,
POCCLF01,已下載,LF,供應商產品報價檔,
POCCLF02,已下載,LF,供應商產品報價檔,
POCCLF03,已下載,LF,供應商產品報價檔,
POCCLF04,已下載,LF,供應商產品報價檔,
POCCLF05,已下載,LF,供應商產品報價檔,
POCCLF06,已下載,LF,供應商產品報價檔,
POCCLF07,已下載,LF,供應商產品報價檔,
POCCLF08,已下載,LF,供應商產品報價檔 CC04+CC07 DESCEND,
POCCPF,已下載,PF,供應商產品報價檔,
POCDLF01,已下載,LF,訂貨單主檔,
POCDLF02,已下載,LF,訂貨單主檔,
POCDLF03,已下載,LF,訂貨單主檔,
POCDLF04,已下載,LF,訂貨單主檔,
POCDLF05,已下載,LF,訂貨單主檔,
POCDLF06,已下載,LF,訂貨單主檔,
POCDPF,已下載,PF,訂貨單主檔,
POCELF01,已下載,LF,訂貨單明細檔,
POCEPF,已下載,PF,訂貨單明細檔,
POCFPF,已下載,PF,訂貨單客戶資料檔,
POCGPF,已下載,PF,訂貨單供應商備註檔,
POCHLF01,已下載,LF,採購單主檔,
POCHLF02,已下載,LF,採購單主檔,
POCHLF03,已下載,LF,採購單主檔,
POCHLF04,已下載,LF,採購單主檔,
POCHPF,已下載,PF,採購單主檔,
POCIPF,已下載,PF,採購單明細檔,
POCJPF,已下載,PF,採購單客戶資料檔,
POCKLF01,已下載,LF,供應商出貨箱數檔,
POCKLF02,已下載,LF,供應商出貨箱數檔,
POCKLF03,已下載,LF,供應商出貨箱數檔,
POCKLF04,已下載,LF,供應商出貨箱數檔,
POCKLF05,已下載,LF,供應商出貨箱數檔,
POCKPF,已下載,PF,供應商出貨箱數檔,
POCLLF01,已下載,LF,驗收單主檔  CL01-CL05,
POCLLF02,已下載,LF,驗收單主檔  CL01+CL03+CL05,
POCLLF03,已下載,LF,驗收單主檔,
POCLLF04,已下載,LF,驗收單主檔,
POCLLF05,已下載,LF,驗收單主檔,
POCLLF06,已下載,LF,驗收單主檔,
POCLLF07,已下載,LF,驗收單主檔,
POCLLF08,已下載,LF,驗收單主檔,
POCLPF,已下載,PF,驗收單主檔,
POCMLF01,已下載,LF,驗收單明細檔,
POCMLF90,已下載,LF,驗收單明細檔 ( 陳列進貨 ),
POCMLF91,已下載,LF,驗收單明細檔 ( 進貨 ),
POCMLF92,已下載,LF,驗收單明細檔 ( 進貨 ),
POCMPF,已下載,PF,驗收單明細檔,
POCNPF,已下載,PF,驗收單客戶資料檔,
POCOPF,已下載,PF,驗收單供應商備註檔,
PUC052F,已下載,PF,調撥送貨單,
S@FAPF,已下載,PF,主要單據流水號檔,
S@FAPFT,已下載,PF,主要單據流水號檔,
S@FBPF,已下載,PF,供應商產品報價單流水號檔,
S@FCPF,已下載,PF,採購批次流水號檔,
SCRF,已下載,PF,西祺 DATA-BASE REFERENCE FILE,
SCRWK08,已下載,PF,陳列品餘額工作檔,
SCRWK08A,已下載,PF,陳列品餘額工作檔,
SCWB01PF,已下載,PF,WEB 調撥單調出工作檔,
SCWB02PF,已下載,PF,WEB 調撥單驗收工作檔,
SCWB03PF,已下載,PF,WEB 訂貨單工作檔,
SCWB03WF,已下載,PF,WEB 訂貨單工作檔 LOG,
SCWB03XF,已下載,PF,WEB 訂貨單工作檔  刪除 LOG,
SCWB04PF,已下載,PF,WEB 驗收單工作檔,
SCWB05PF,已下載,PF,WEB 庫存查詢 BY 分店工作檔,
SCWB05WF,已下載,PF,WEB 庫存查詢 BY 分店工作檔 QTEMP,
SCWB06PF,已下載,PF,WEB 庫存查詢 BY 產品工作檔,
SCWB06WF,已下載,PF,WEB 庫存查詢 BY 產品工作檔 QTEMP,
SCWB07PF,已下載,PF,WEB 庫存查詢 BY 貨架工作檔,
SCWB07WF,已下載,PF,WEB 庫存查詢 BY 貨架工作檔 QTEMP,
SCWB08PF,已下載,PF,WEB 盤點單工作檔,
SCWB09PF,已下載,PF,WEB 盤點單工作檔 for 新增匯出 Excel,
SCWB99PF,已下載,PF,前台暫停作業控制工作檔,
SCWKPF,已下載,PF,銷售通路工作檔,
SCWK01,已下載,PF,採購批次工作檔,
SCWK02,已下載,PF,家樂福銷售工作檔１,
SCWK03,已下載,PF,家樂福銷售工作檔２,
SCWK03L1,已下載,LF,家樂福銷售工作檔２,
SCWK04,已下載,PF,驗收單明細工作檔,
SCWK040,已下載,PF,驗收單明細工作檔,
SCWK05,已下載,PF,出報表專用工作檔 01,
SCWK051,已下載,PF,驗收單明細表工作檔 (COPY FROM INTXPF),
SCWK051L,已下載,LF,驗收單明細表工作檔 (COPY FROM INTXPF),
SCWK06,已下載,PF,出報表專用工作檔 02,
SCWK061,已下載,PF,供應商負擔運費總表工作檔,
SCWK062,已下載,PF,供應商負擔運費明細表工作檔,
SCWK07,已下載,PF,通路銷售工作檔,
SCWK071,已下載,PF,通路銷售明細表,
SCWK072,已下載,PF,通路銷售明細表 - 分店,
SCWK08,已下載,PF,產品庫存工作檔  分店＋產品,
SCWK081,已下載,PF,產品庫存工作檔  彙總 BY 產品,
SCWK082,已下載,PF,產品庫存工作檔  產品＋分店,
SCWK083,已下載,PF,產品庫存工作檔,
SCWK084,已下載,PF,產品庫存工作檔,
SCWK085,已下載,PF,產品庫存工作檔,
SCWK086,已下載,PF,產品庫存工作檔  彙總 BY 分店,
SCWK09,已下載,PF,陳列品轉進貨工作檔,
SCWK10,已下載,PF,陳列品退出工作檔,
SCWK101,已下載,PF,陳列品退出工作檔,
SCWK11,已下載,PF,庫存異動傳票工作檔,
SCWK12,已下載,PF,驗收彙總表工作檔,
SCWK13,已下載,PF,驗收明細表工作檔,
SCWK14,已下載,PF,分店驗收數量差異表工作檔,
SCWK15,已下載,PF,驗收月報表工作檔,
SCWK16,已下載,PF,通路無銷售資料異常表工作檔,
SCWK17,已下載,PF,通路銷售金額表工作檔,
SCWK18,已下載,PF,銷貨收入分店彙總表工作檔,
SCWK184,已下載,PF,產品庫存總表工作檔 (INR045),
SCWK185,已下載,PF,產品庫存表工作檔 (INR046),
SCWK19,已下載,PF,產品銷貨收入彙總表工作檔,
SCWK20,已下載,PF,運費分攤工作檔,
SCWK21,已下載,PF,銷貨成本工作檔 - 總表,
SCWK22,已下載,PF,銷貨成本工作檔 - 總表 ( 分店 ),
SCWK23,已下載,PF,銷貨成本工作檔 - 總表 ( 產品 ),
SCWK241,已下載,PF,陳列品使用明細表工作檔 (INR082),
SCWK242,已下載,PF,陳列品使用明細表工作檔 (INR082),
SCWK251,已下載,PF,採購單彙總表 - 總表 (PUR061),
SCWK252,已下載,PF,採購單彙總表 - 明細表 (PUR061),
SCWK26,已下載,PF,產品異動報表,
SCWK261,已下載,PF,產品異動報表,
SCWWPF,已下載,PF,上傳下載路徑檔案,
SEHALF,已下載,LF,通路銷售資料檔 FOR 銷貨成本,
SEHALF01,已下載,LF,通路銷售資料檔,
SEHALF02,已下載,LF,通路銷售資料檔   COMPANY + DATE,
SEHALF03,已下載,LF,通路銷售資料檔,
SEHALF04,已下載,LF,通路銷售資料檔,
SEHAPF,已下載,PF,通路銷售資料檔,
SEQAPF,已下載,PF,家樂福商品銷貨金額統計表條件,
SEQBPF,已下載,PF,家樂福商品銷貨金額統計表,
SEQCPF,已下載,PF,家樂福商品銷貨金額統計表,
SEQDPF,已下載,PF,抽成獎金表,
SEQEPF,已下載,PF,各店帳列庫存統計表條件,
SEQGPF,已下載,PF,獎金總表條件,
UTL1PF,已下載,PF,代碼定義碼,
UTL2LF01,已下載,LF,代碼值設定檔,
UTL2PF,已下載,PF,代碼值設定檔,
UTL3PF,已下載,PF,單別資料檔,
UTL4LF01,已下載,LF,休假日定義檔,
UTL4PF,已下載,PF,休假日定義檔,
UTL5PF,已下載,PF,前台表單寄出程式用 E-mail 位址,
VHCTLPF,已下載,PF,傳票產生控制檔,
VPAALF01,已下載,LF,VIP 資料檔   KEY= 公司 + 姓名 + 代號,
VPAAPF,已下載,PF,VIP 資料檔,
VPB001WF,已下載,PF,上傳 VIP 明細資料 WORK FILE,
VPB002WF,已下載,PF,上傳 VIP 銷售資料 WORK FILE,
VPB003WF,已下載,PF,VIP 明細資料 WORK FILE,
VPB004WF,已下載,PF,VIP 銷售資料 WORK FILE,
VPSDPF,已下載,PF,VIP 銷售資料檔,
WFJR10LF,已下載,LF,傳票－暫存檔,
WFJR10PF,已下載,PF,傳票暫存檔,
WFJR11PF,已下載,PF,傳票暫存檔,
WFJR12PF,已下載,PF,傳票暫存檔,
WFJR13PF,已下載,PF,採購傳票批次暫存檔,
WFJR14PF,已下載,PF,庫存異動傳票批次,
WFJR15PF,已下載,PF,進貨退出成本工作檔,
WFJR16PF,已下載,PF,陳列轉進貨傳票批次,
Z003F1,已下載,PF,計算帳列庫存量檔,
